name,rank,first_year,last_year,first_version,last_version,status,confidence,change_type,proposal,resolves_to,destinations,note
Bifilivirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Bifseptvirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Bigmanorsvirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Bignuzlikevirus,genus,2014,2014,MSL29,MSL29,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Bignuzvirus,genus,2015,2024,MSL30,MSL40,current,current,,,,,
Bihckevirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Bihdfovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Bihdovirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Bihndovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Bihshovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Bilifuvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Bilsavirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Bilsivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Bimevirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Bingvirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Bippervirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Biquartavirus,genus,2015,2024,MSL30,MSL40,current,current,,,,,
Bircswevirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Birdonovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Birdsnestvirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Birfecvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Birfovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Birpovirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Birstovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Bisdanovirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Biseptimavirus,genus,2015,2024,MSL30,MSL40,current,current,,,,,
Bishavirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Bishovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Bismarckvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Bixiavirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Bixzunavirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Bjornvirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Blacdavirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Blafavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Blattambidensovirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Blictovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Blinduvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Blohavirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Blosnavirus,genus,2008,2024,MSL24,MSL40,current,current,,,,,
Bluefeathervirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Blunervirus,genus,2016,2024,MSL31,MSL40,current,current,,,,,
Bluvavirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Boaesivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Bocaparvovirus,genus,2013,2024,MSL28,MSL40,current,current,,,,,
Bocavirus,genus,2005,2012,MSL23,MSL27,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Bocivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Bocovirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Boebeisivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Boesrvirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Bohlehivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Bohnovirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Bohwovirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Bohxovirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Boldovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Bolekvirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Bolenivirus,genus,2018,2024,MSL33,MSL40,current,current,,,,,
Bolihivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Bolislovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Boloprevirus,genus,2020,2022,MSL36,MSL38,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Boltovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Bonaevitaevirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Bonghivirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Bongovirus,genus,2016,2024,MSL31,MSL40,current,current,,,,,
Bonnellvirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Bonzeevirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Bonzesmacovirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Boosepivirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Bopivirus,genus,2017,2024,MSL32,MSL40,current,current,,,,,
Bormycovirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Bornavirus,genus,2005,2016,MSL23,MSL31,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Borockvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Bosavirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Boschuvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Boscovirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Bossavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Bostasmacovirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Bostovirus,genus,2018,2024,MSL33,MSL40,current,current,,,,,
Botoulivirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Botrexvirus,genus,2009,2024,MSL25,MSL40,current,current,,,,,
Botrytimonavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Bottigliavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Botybirnavirus,genus,2015,2024,MSL30,MSL40,current,current,,,,,
Bouhrtavirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Bourtovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Bovdisavirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Bovinavirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Bovismacovirus,genus,2017,2024,MSL32,MSL40,current,current,,,,,
Bovispumavirus,genus,2017,2024,MSL32,MSL40,current,current,,,,,
Bowservirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Bpp1virus,genus,2015,2018,MSL30,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Bppunalikevirus,genus,2012,2014,MSL27,MSL29,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Bracchivirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Brachyspigtaviriform,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Bracoviriform,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Bracovirus,genus,2005,2020,MSL23,MSL36,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Bragavirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Brahivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Braholevirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Brambyvirus,genus,2009,2024,MSL25,MSL40,current,current,,,,,
Bramcovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Bramkuvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Branavirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Brandovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Branisovskavirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Brehdfovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Breudwovirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Brevidensovirus,genus,2005,2018,MSL23,MSL34,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Brevihamaparvovirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Bridfovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Bridgettevirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Brigitvirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Brikhyavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Brimcuvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Brimkuvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Bristolvirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Britbratvirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Brizovirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Broedwivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Broetwevirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Broinstvirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Bromdenvirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Bromovirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Bronlikevirus,genus,2014,2014,MSL29,MSL29,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Bronvirus,genus,2015,2024,MSL30,MSL40,current,current,,,,,
Brucesealvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Brudgevirus,genus,2020,2022,MSL36,MSL38,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Brujitavirus,genus,2017,2024,MSL32,MSL40,current,current,,,,,
Bruncluvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Brunovirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Brussowvirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Bruynoghevirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Buchananvirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Buchavirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Buckevirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Bucovirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Budprovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Bugaksanvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Buhdavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Buhdlovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Buhdprovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Buhlduvirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Buhpbivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Buhrmuvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Buhshwavirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Bulcivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Bulkovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Bunatrivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Bundooravirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Bunlevirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Buntovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Buorbuivirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Burdivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Burquivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Burrovirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Burtuvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Burzaovirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Busanvirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Bushuvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Bushwuavirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Butlevirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Buttersvirus,genus,2017,2020,MSL32,MSL36,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Bxz1virus,genus,2015,2018,MSL30,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Bymovirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Byrnievirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
C2likevirus,genus,2012,2014,MSL27,MSL29,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
C2virus,genus,2015,2018,MSL30,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
C5likevirus,genus,2014,2014,MSL29,MSL29,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
C5virus,genus,2015,2018,MSL30,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Cacepaovirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Caecilivirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Caelumvirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Caeruleovirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Cafassovirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Cafeteriavirus,genus,2012,2021,MSL27,MSL37,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Cahdavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Cahrlavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Cahrpivirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Cahtavirus,genus,2020,2022,MSL36,MSL38,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Cahtebovirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Cahwstovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Caldevirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Caligrhavirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Caliparnavirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Callevirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Caloevirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Cambruovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Camdisavirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Caminolopintovirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Campanilevirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Campduvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Camtrevirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Camvirus,genus,2016,2024,MSL31,MSL40,current,current,,,,,
Canhaevirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Cankvirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Canmovirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Canoevirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Cantarevirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Capamivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Capbuvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Capillovirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Capistrivirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Capnelvirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Capripoxvirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Capsdovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Captovirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Capulavirus,genus,2016,2024,MSL31,MSL40,current,current,,,,,
Capvunavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Caradhivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Carbovirus,genus,2017,2024,MSL32,MSL40,current,current,,,,,
Cardiovirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Cardoreovirus,genus,2008,2024,MSL24,MSL40,current,current,,,,,
Carettavirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Carjivirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Carlavirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Carltongylesvirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Carmenvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Carmovirus,genus,2005,2014,MSL23,MSL29,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Carnodivirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Caroctavirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Carpasinavirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Cartilovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Cartwavirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Carvajevirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Casadabanvirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Casfavirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Casfovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Catalonvirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Catalunyavirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Catfishvirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Catindovirus,genus,2020,2022,MSL36,MSL38,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Cauhldivirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Caulimovirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Cavemovirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Cavevirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Cawstavirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Cba120virus,genus,2017,2018,MSL32,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Cba181virus,genus,2015,2018,MSL30,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Cba41virus,genus,2015,2018,MSL30,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Cbastvirus,genus,2015,2024,MSL30,MSL40,current,current,,,,,
Cbunavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Cc31virus,genus,2015,2018,MSL30,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Cd119virus,genus,2015,2018,MSL30,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Cebadecemvirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Cebaduodecimvirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Cebevirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Ceceduovirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Cecivirus,genus,2015,2024,MSL30,MSL40,current,current,,,,,
Cedarrivervirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Ceduovirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Ceetrepovirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Cehakivirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Cehntrovirus,genus,2020,2022,MSL36,MSL38,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Celavirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Celebovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Celiavirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Cellubavirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Cenphatecvirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Centapoxvirus,genus,2016,2024,MSL31,MSL40,current,current,,,,,
Centumtrigintavirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Cenunavirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Cepavirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Cepunavirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Cequinquevirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Certevirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Certrevirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Cervidpoxvirus,genus,2008,2024,MSL24,MSL40,current,current,,,,,
Ceskevirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Cetarhavirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Cetovirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Chadwivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Chaedoavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Chahpevirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Chahsmivirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Chakrabartyvirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Chalconvirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Chamilpavirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Changchunvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Chaoshanvirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Chaovirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Chaoyangvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Chaphamaparvovirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Charlielikevirus,genus,2014,2014,MSL29,MSL29,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Charlievirus,genus,2015,2024,MSL30,MSL40,current,current,,,,,
Charybdisvirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Charybdivirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Charybnivirus,genus,2018,2024,MSL33,MSL40,current,current,,,,,
Chatshuvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Chatterjeevirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Che8likevirus,genus,2014,2014,MSL29,MSL29,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Che8virus,genus,2015,2018,MSL30,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Che9clikevirus,genus,2014,2014,MSL29,MSL29,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Che9cvirus,genus,2015,2018,MSL30,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Chebevirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Chemalvirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Chengtivirus,genus,2015,2017,MSL30,MSL32,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Chennaivirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Chenonavirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Cheoctovirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Chepelevirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Cheravirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Cherlevirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Cherovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Chertseyvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Cheungvirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Chewyvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Chiangmaivirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Chidieberevirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Chidisavirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Chihyovirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Chilikevirus,genus,2014,2014,MSL29,MSL29,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Chimpavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Chimshavirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Chinihovirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Chinseivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Chipapillomavirus,genus,2011,2024,MSL26,MSL40,current,current,,,,,
Chipolycivirus,genus,2017,2024,MSL32,MSL40,current,current,,,,,
Chirohepevirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Chiruvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Chitorquevirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Chitwivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Chiunvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Chivirus,genus,2015,2024,MSL30,MSL40,current,current,,,,,
Chlamydiamicrovirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Chloriridovirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Chlorovirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Chlurivirus,genus,2020,2022,MSL36,MSL38,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Chobevirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Choctavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Chopinvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Chordovirus,genus,2015,2024,MSL30,MSL40,current,current,,,,,
